y_test,y_pred
0.370906047,0.34758925
0.247133843,0.34758925
0.197292092,0.34758925
0.135109112,0.11400288
0.163587663,0.114153795
0.230485287,0.34758925
0.277551815,0.34758925
0.099228931,0.113960326
0.218257145,0.34758925
0.65004616,0.34758925
0.564769253,0.34758925
0.137684869,0.11427468
0.435571669,0.34758925
0.395364864,0.34758925
0.015550771,0.11435742
0.357099451,0.34758925
0.259293809,0.34758925
0.246721094,0.34758925
0.466062787,0.34758925
0.034218482,0.11277352
0.438081687,0.34758925
0.286287448,0.34758925
0.141964274,0.11402446
0.127056838,0.1141828
0.137690094,0.11323551
0.080158921,0.11465368
0.111305967,0.11286544
0.067026306,0.17777476
0.224611697,0.11405475
0.384424425,0.34758925
0.322201763,0.34758925
0.322836128,0.34758925
0.145500705,0.17969312
0.312606243,0.34758925
0.045354415,0.11379381
0.18502308,0.34758925
0.134346719,0.11281201
0.412389851,0.34758925
0.294069148,0.117565304
0.168288493,0.34758925
0.520378357,0.34758925
0.025385763,0.11306133
0.032940622,0.11487326
0.412261416,0.34758925
0.45464168,0.34758925
0.114392261,0.114205666
0.109754243,0.113491066
0.22225401,0.34758925
0.218905003,0.34758925
0.159531962,0.11737701
0.092305848,0.11409278
0.225906047,0.34758925
0.101407615,0.11437248
0.134089231,0.11489347
0.160514198,0.34758925
0.379761847,0.34758925
0.246721094,0.34758925
0.130377949,0.11419828
0.107987643,0.17865832
0.216159012,0.34758925
0.337133843,0.34758925
0.039523694,0.11377355
0.120148472,0.115023375
0.185678344,0.34758925
0.271052338,0.34758925
0.304594658,0.34758925
0.117522905,0.114816375
0.394526737,0.34758925
0.150891739,0.11312799
0.093204898,0.11411782
0.005626097,0.11433276
0.225908229,0.18594632
0.018596748,0.112478405
0.048753487,0.11284056
0.157778657,0.34758925
0.317005407,0.34758925
0.467290582,0.34758925
0.617329336,0.34758925
0.063107811,0.11402478
0.155905639,0.1144986
0.192845762,0.11276425
0.317026306,0.11337117
0.149501979,0.11452104
0.168899778,0.34758925
0.568722139,0.34758925
0.250252965,0.34758925
0.027316706,0.11436619
0.282619736,0.34758925
0.503212304,0.34758925
0.066945755,0.11453879
0.152073328,0.1929111
0.313413884,0.34758925
0.468413884,0.34758925
0.413525784,0.34758925
0.395926946,0.34758925
0.196467931,0.34758925
0.315921721,0.34758925
0.107841353,0.17686047
0.412648041,0.34758925
0.097820454,0.17978531
0.117359868,0.11346032
0.440148472,0.34758925
0.125195494,0.17894417
0.003776567,0.11465166
0.127434086,0.11473227
0.116064152,0.1132323
0.201759032,0.114753336
0.359004271,0.34758925
0.455070102,0.34758925
0.334615556,0.34758925
0.561104585,0.34758925
0.146012978,0.1143637
0.110148064,0.11534076
0.205138022,0.34758925
0.769040844,0.34758925
0.123368228,0.34758925
0.311310527,0.11380554
0.110849941,0.17651157
0.386522557,0.34758925
0.155911272,0.34758925
0.365134979,0.34758925
0.166043254,0.17643434
0.248231021,0.34758925
0.186883059,0.34758925
0.081226933,0.17897859
0.064584208,0.113736145
0.628311572,0.34758925
0.513351189,0.34758925
0.273716915,0.34758925
0.23758012,0.34758925
0.318008542,0.34758925
0.356556087,0.34758925
0.148624236,0.19587716
0.197674164,0.34758925
0.03496779,0.11667391
0.358011586,0.34758925
0.128018991,0.34758925
0.448680342,0.34758925
0.167318071,0.17959066
0.011195585,0.11458839
0.38293844,0.34758925
0.068280224,0.11419055
0.289899869,0.34758925
0.091423289,0.11447376
0.16579633,0.34758925
0.065116716,0.11466012
0.416809914,0.34758925
0.493382536,0.34758925
0.341789015,0.34758925
0.11902131,0.34758925
0.08516937,0.11353393
0.186924856,0.34758925
0.385960475,0.34758925
0.538528827,0.34758925
0.085417111,0.17810419
0.14573059,0.19620387
0.063638545,0.11507747
0.046775522,0.115325235
0.595929127,0.34758925
0.19002308,0.34758925
0.539095271,0.34758925
0.528549726,0.34758925
0.181164237,0.17885351
0.435229023,0.34758925
0.270002181,0.34758925
0.013463088,0.11300117
0.129923403,0.11397076
0.341968835,0.11363921
0.033257145,0.114878565
0.124204173,0.11379163
0.164871565,0.34758925
0.482567489,0.34758925
0.303910227,0.34758925
0.114526737,0.11494748
0.57401472,0.34758925
0.035885149,0.11584096
0.380007406,0.34758925
0.006399347,0.114046745
0.205238656,0.11376669
0.114994577,0.11479788
0.508978148,0.34758925
0.305587343,0.34758925
0.197872701,0.34758925
0.224947147,0.11344542
0.045709692,0.11493771
0.050620872,0.11403549
0.070001773,0.11430595
0.148604153,0.18024507
0.545932171,0.34758925
0.090547727,0.11732653
0.652661533,0.34758925
0.088559767,0.11493771
0.133261961,0.114478186
0.397036755,0.34758925
0.198450457,0.34758925
0.044573759,0.11362884
0.628478762,0.34758925
0.136352581,0.1142232
0.340049203,0.34758925
0.379678252,0.34758925
0.127065922,0.34758925
0.274840217,0.34758925
0.513424334,0.34758925
0.530798511,0.34758925
0.240275229,0.34758925
0.016420245,0.114121385
0.0634951,0.11457346
0.675803735,0.34758925
0.359730499,0.34758925
0.282504794,0.34758925
0.275918678,0.34758925
0.014058699,0.11402935
0.454678252,0.34758925
0.260453683,0.34758925
0.252031531,0.34758925
0.576462043,0.34758925
0.279764692,0.34758925
0.10895943,0.11452536
0.35287052,0.34758925
0.044667803,0.11463352
0.218225797,0.34758925
0.280056609,0.34758925
0.061822544,0.18247077
0.04896988,0.34758925
0.14124565,0.34758925
0.116088911,0.11433475
0.098907848,0.11472688
0.480106674,0.34758925
0.730725366,0.34758925
0.037621917,0.18587984
0.282389851,0.34758925
0.102267304,0.11429763
0.057099451,0.34758925
0.09787859,0.11504789
0.24844631,0.34758925
0.100829859,0.11546903
0.265552952,0.34758925
0.067311481,0.114325166
0.187520468,0.1959034
0.242499569,0.34758925
0.095492891,0.11515191
0.182710736,0.34758925
0.523278043,0.34758925
0.115519423,0.11448956
0.474281178,0.34758925
0.270464133,0.34758925
0.042951071,0.115028396
0.225897779,0.18246213
0.514902913,0.34758925
0.515218573,0.34758925
0.099910319,0.1781331
0.1816375,0.34758925
0.052013675,0.114818625
0.374803644,0.34758925
0.232133843,0.34758925
0.063424334,0.11505125
0.112898824,0.34758925
0.160906047,0.34758925
0.359730499,0.34758925
0.224840217,0.34758925
0.399437918,0.34758925
0.07173895,0.11475343
0.333758712,0.34758925
0.255130418,0.34758925
0.136253056,0.34758925
0.062719005,0.114505686
0.236115034,0.34758925
0.296462043,0.34758925
0.14450802,0.34758925
0.366977103,0.34758925
0.221603108,0.34758925
0.434772296,0.34758925
0.671836037,0.34758925
0.425728409,0.34758925
0.117238336,0.11356834
0.159518725,0.11400656
0.047368952,0.11432251
0.351224752,0.34758925
0.300994867,0.34758925
0.156263506,0.34758925
0.128489211,0.34758925
0.163169691,0.17719214
0.094737905,0.11395238
0.248063424,0.34758925
0.140362683,0.34758925
0.145349446,0.11518886
0.028654219,0.113263816
0.39255704,0.34758925
0.551812095,0.34758925
0.098907184,0.11527292
0.4335654,0.34758925
0.401438963,0.34758925
0.237652449,0.1783176
0.213818364,0.34758925
0.248635501,0.34758925
0.260472401,0.34758925
0.157969788,0.34758925
0.077005407,0.11485866
0.065341784,0.11335742
0.403612422,0.34758925
0.378037709,0.34758925
0.315038754,0.34758925
0.140850757,0.34758925
0.113263734,0.11444953
0.231561567,0.34758925
0.211394122,0.34758925
0.369035619,0.34758925
0.094113989,0.113574326
0.112723821,0.113953255
0.144684842,0.11476495
0.283471356,0.34758925
0.303257145,0.34758925
0.137381583,0.34758925
0.173912408,0.188467
0.291606152,0.34758925
0.210265595,0.34758925
0.556336651,0.34758925
0.112927991,0.11384631
0.484317751,0.34758925
0.264845441,0.34758925
0.051613558,0.18178502
0.484678252,0.34758925
0.435059652,0.34758925
0.169084006,0.11495348
0.701276998,0.34758925
0.454542411,0.34758925
0.217807824,0.34758925
0.134385671,0.34758925
0.22217564,0.34758925
0.508743038,0.34758925
0.04640239,0.113890514
0.124737905,0.17947038
0.162637591,0.18099616
0.153617646,0.34758925
0.174257236,0.34758925
0.372499569,0.34758925
0.062170007,0.115273595
0.15573059,0.17885177
0.1909657,0.34758925
0.396240426,0.34758925
0.303743038,0.34758925
0.122867476,0.34758925
0.175626097,0.34758925
0.158643361,0.11356888
0.430958294,0.34758925
0.105936987,0.11430033
0.386482941,0.34758925
0.529899869,0.34758925
0.288607197,0.34758925
0.158758712,0.34758925
0.315049203,0.34758925
0.25586425,0.34758925
0.028492254,0.11422687
0.102365909,0.34316808
0.294657354,0.34758925
0.214587054,0.34758925
0.03127918,0.18107171
